shot_num,team,distant_to_goal,play_pattern,duration,angle_to_goal,players_between_goal,within_1,within_5,within_10,goal
266,Barcelona,5.860034129593442,Regular Play,0.08968,0.4795192919925953,1,0,2,6,0
267,Sporting Gijón,24.239018131929353,From Free Kick,0.4212,0.5412013609400379,5,0,2,6,0
268,Barcelona,31.182687504447074,From Throw In,1.1828,0.3158567130163803,3,0,1,1,0
269,Barcelona,28.072940708091128,Regular Play,1.271772,0.6655274437255029,1,0,1,2,0
270,Athletic Bilbao,22.299103120977755,From Goal Kick,0.887561,0.7195907450054883,1,0,2,4,0
271,Barcelona,6.772001181334804,Regular Play,0.53638,0.3124915597345193,1,0,3,5,0
272,Athletic Bilbao,12.795311641378644,Regular Play,0.5374,0.12010873556691282,3,0,1,4,0
273,Athletic Bilbao,20.09975124224178,From Throw In,0.2044,0.09966865249116202,1,0,1,3,0
274,Athletic Bilbao,3.8013155617496395,From Free Kick,0.1046,0.798384446317621,2,1,10,12,0
275,Barcelona,28.119210515233178,From Free Kick,1.0777,0.8242801593135484,1,0,2,4,0
276,Barcelona,10.79351657246145,From Corner,0.156946,0.9199960775579151,1,0,4,10,0
277,Athletic Bilbao,11.618089343777664,From Free Kick,0.698743,0.4021140156517629,2,0,1,6,0
278,Barcelona,22.896506283710618,From Goal Kick,0.2154,0.26142116885694916,2,0,2,8,0
279,Barcelona,22.68237200999931,From Throw In,0.1291,0.3232498036481421,1,0,2,8,0
280,Barcelona,20.28324431643025,From Free Kick,0.219976,0.16173280684039504,5,0,2,8,0
281,Barcelona,29.989664886423792,From Free Kick,1.295732,0.16232222931665535,4,0,0,4,0
282,Barcelona,26.284025566872362,Regular Play,1.829629,0.7387489846679892,2,0,2,3,0
283,Athletic Bilbao,21.05445321066306,Regular Play,1.069433,0.0390045982048047,2,0,0,3,0
284,Barcelona,22.360008944542034,From Free Kick,0.197608,0.32310740566708746,2,0,3,9,0
285,Athletic Bilbao,10.17889974407843,Regular Play,0.11241,1.1496068465283675,1,0,1,6,0
286,Barcelona,20.877739341221787,From Free Kick,1.324119,0.2719384216544959,1,0,4,10,0
287,Athletic Bilbao,9.741663102366049,From Throw In,0.2485,0.887316530878322,1,0,1,5,0
288,Athletic Bilbao,18.325119372053212,From Throw In,1.197856,0.6447798804747603,1,1,2,4,0
289,Athletic Bilbao,13.462912017836254,Regular Play,1.154064,0.8594980503382224,1,0,3,6,0
